InNum,CallDateTime,Address,AptLot,geox,geoy,ExtNatureDisplayName,Report,PolArea,DOW,Hour
2021214901,"8/26/2021 12:17:03 AM","802 LOCUST ST","          ",1689212,1134579.88,"LAW ALARM",,"70D ",Thursday,00
2021214900,"8/26/2021 12:16:44 AM","E ASH ST/N NINTH ST","          ",1689454.88,1136141,"CHECK SUBJECT",2021008199,"70D ",Thursday,00
2021214898,"8/26/2021 12:15:04 AM","400-BLK HIRTH AVE","          ",1684154,1137553.25,"CHECK SUBJECT",,"20W ",Thursday,00
2021214896,"8/26/2021 12:12:20 AM","3333 S OLD 63","          ",1695929.25,1122030.25,"911 CHECKS",,"80S ",Thursday,00
2021214894,"8/26/2021 12:01:14 AM","BROWN STATION RD/LAWNRIDGE CT","          ",1699210.63,1148804.63,"SUSPICIOUS PERSON",,"30N ",Thursday,00
2021214891,"8/25/2021 11:55:47 PM","2001 E BROADWAY","          ",1695101.38,1134809.5,"SUSPICIOUS VEHICLE",,"80N ",Wednesday,23
2021214890,"8/25/2021 11:54:26 PM","3250 BEARFIELD RD","          ",1696510.5,1121906.25,"LAW ALARM",,"80S ",Wednesday,23
2021214889,"8/25/2021 11:49:22 PM","926 COLLEGE PARK DR","          ",1678560.63,1132274.75,"CHECK SUBJECT",,"50E ",Wednesday,23
2021214888,"8/25/2021 11:43:53 PM","1729-A W BROADWAY","          ",1679027.88,1136982.88,"SUSPICIOUS PERSON",,"50E ",Wednesday,23
2021214886,"8/25/2021 11:42:25 PM","1905 VANDIVER DR","          ",1694959.38,1142879.75,"LAW ALARM",,"30S ",Wednesday,23
2021214884,"8/25/2021 11:36:31 PM","1612 N PROVIDENCE RD","          ",1688133.75,1142247.63,DISTURBANCE,,"10E ",Wednesday,23
2021214883,"8/25/2021 11:33:10 PM","BROWN STATION RD/LAWNRIDGE CT","          ",1699210.63,1148804.63,"TRAFFIC STOP",2021008197,"30N ",Wednesday,23
2021214878,"8/25/2021 11:28:55 PM","415-3 CONLEY RD","          ",1698262.5,1136622.75,LARCENY,2021008196,"80N ",Wednesday,23
2021214876,"8/25/2021 11:28:22 PM","N STADIUM BLVD/BERNADETTE DR","          ",1677031.13,1140386.13,"ASSIST MEDICS",,"10W ",Wednesday,23
2021214875,"8/25/2021 11:28:16 PM","1704 N PROVIDENCE RD","          ",1687901.63,1142295.75,"SUSPICIOUS VEHICLE",,"10E ",Wednesday,23
2021214870,"8/25/2021 11:22:51 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"CHECK AREA",,"80A ",Wednesday,23
2021214865,"8/25/2021 11:17:08 PM","N EIGHTH ST/E BROADWAY","          ",1689144.75,1135405,"TRAFFIC STOP",,"70D ",Wednesday,23
2021214861,"8/25/2021 11:14:01 PM","3910 BUTTONWOOD DR","          ",1687843.5,1119370.75,"911 CHECKS",,"60E ",Wednesday,23
2021214858,"8/25/2021 11:09:01 PM","400 N PROVIDENCE RD","          ",1687744.38,1137126.88,"CHECK SUBJECT",2021008195,"20E ",Wednesday,23
2021214854,"8/25/2021 11:02:31 PM","5310 I70 DR SE","          ",1709927.88,1138327.63,ACCIDENT,,"80N ",Wednesday,23
2021214847,"8/25/2021 10:49:20 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"CHECK AREA",,"80A ",Wednesday,22
2021214846,"8/25/2021 10:49:09 PM","1206 RANGE LINE ST","          ",1690319.75,1139745.25,"CHECK SUBJECT",,"20E ",Wednesday,22
2021214842,"8/25/2021 10:42:44 PM","2309-535 W BROADWAY","          ",1676261.75,1136980.38,BURGLARY,,"50W ",Wednesday,22
2021214841,"8/25/2021 10:42:16 PM","606 S WILLIAM ST","          ",1692466.5,1132658,DISTURBANCE,,"70E ",Wednesday,22
2021214840,"8/25/2021 10:39:53 PM","700-BLK WILKES BLVD","          ",1688933,1138628.63,"BICYCLE STOP",,"20E ",Wednesday,22
2021214839,"8/25/2021 10:38:50 PM","RANGE LINE ST/ELLETA BLVD","          ",1689714.75,1143778.25,"TRAFFIC STOP",,"30S ",Wednesday,22
2021214837,"8/25/2021 10:32:26 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"ASSIST CITIZEN",,"80A ",Wednesday,22
2021214836,"8/25/2021 10:30:12 PM","SNOW LEOPARD DR/ELEPHANT DR","          ",1684154.13,1147666.25,"FOOT PATROL",,"10E ",Wednesday,22
2021214831,"8/25/2021 10:26:14 PM","1296 I70 W","          ",1702662.75,1139019.13,"TRAFFIC STOP",,"40E ",Wednesday,22
2021214823,"8/25/2021 10:03:13 PM","HITT ST/E BROADWAY","          ",1690029,1135348.25,"ASSIST CITIZEN",,"70D ",Wednesday,22
2021214822,"8/25/2021 10:01:35 PM","505-105 E NIFONG BLVD","          ",1688332.5,1120385.5,"LAW ALARM",,"60E ",Wednesday,22
2021214819,"8/25/2021 9:58:48 PM","2600 ASTER CT","          ",1675124.38,1145677.13,"911 CHECKS",,"10W ",Wednesday,21
2021214818,"8/25/2021 9:58:04 PM","NEBRASKA AVE/I70 COMPLEX CT","          ",1688642,1140676.75,"CHECK SUBJECT",,"20E ",Wednesday,21
2021214817,"8/25/2021 9:54:37 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"CHECK AREA",,"80A ",Wednesday,21
2021214815,"8/25/2021 9:49:18 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"ASSIST CITIZEN",,"80A ",Wednesday,21
2021214814,"8/25/2021 9:49:13 PM","1507 I70 COMPLEX CT","          ",1688659.75,1140964,"LAW ALARM",,"20E ",Wednesday,21
2021214812,"8/25/2021 9:46:18 PM","E ST CHARLES RD/BULL RUN DR","          ",1710085.13,1137595.75,"TRAFFIC STOP",,"113 ",Wednesday,21
2021214806,"8/25/2021 9:38:30 PM","E BUSINESS LOOP 70/ILLINOIS AVE","          ",1687230.38,1140227.13,"911 CHECKS",,"20E ",Wednesday,21
2021214807,"8/25/2021 9:38:30 PM","E BROADWAY/N GARTH AVE","          ",1686221.13,1135406.5,"TRAFFIC STOP",,"50E ",Wednesday,21
2021214804,"8/25/2021 9:36:15 PM","3001-4F S PROVIDENCE RD","          ",1686632.38,1123699.38,"911 CHECKS",,"60E ",Wednesday,21
2021214799,"8/25/2021 9:33:04 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"ASSIST CITIZEN",,"80A ",Wednesday,21
2021214798,"8/25/2021 9:32:52 PM","KENNESAW RIDGE RD/CHIPPEWA DR","          ",1690596,1148821.38,"TRAFFIC STOP",,"30S ",Wednesday,21
2021214797,"8/25/2021 9:32:51 PM","1022-103 CLAUDELL LN","          ",1678460.75,1139368.63,"PEACE DISTURBANCE",,"10W ",Wednesday,21
2021214793,"8/25/2021 9:29:32 PM","301 NEBRASKA AVE","          ",1687826.63,1140896.88,LARCENY,,"20E ",Wednesday,21
2021214792,"8/25/2021 9:27:52 PM","3304 BROADWAY BUSINESS PARK CT","          ",1672790.5,1135955,"911 CHECKS",,"50W ",Wednesday,21
2021214791,"8/25/2021 9:23:30 PM","5700 FREEDOM DR","          ",1711301.5,1138856.38,"SUSPICIOUS INCIDENT",,"40E ",Wednesday,21
2021214787,"8/25/2021 9:13:53 PM","902 RANGE LINE ST","          ",1690288.88,1138604,"CHECK SUBJECT",,"20E ",Wednesday,21
2021214781,"8/25/2021 9:08:26 PM","E BROADWAY/N COLLEGE AVE","          ",1691052,1135349,ACCIDENT,,"70E ",Wednesday,21
2021214779,"8/25/2021 9:01:06 PM","1508 GREENSBORO DR","          ",1692614.25,1155583.63,"SUSPICIOUS INCIDENT",,"30N ",Wednesday,21
2021214777,"8/25/2021 8:54:14 PM","LAKE SHIRE ESTATES","          ",,,"FOOT PATROL",,"    ",Wednesday,20
2021214775,"8/25/2021 8:53:12 PM","1712 N PROVIDENCE RD","          ",1687828.63,1142443.38,"SUSPICIOUS VEHICLE",2021008194,"10E ",Wednesday,20
2021214771,"8/25/2021 8:47:05 PM","1707 HINKSON AVE","          ",1693463.75,1137391.88,"911 CHECKS",,"70E ",Wednesday,20
2021214770,"8/25/2021 8:37:35 PM","BERNADETTE DR/N STADIUM BLVD","          ",1677021.38,1140369.25,ACCIDENT,,"10W ",Wednesday,20
2021214769,"8/25/2021 8:36:52 PM","1729-9 W BROADWAY","          ",1679027.88,1136982.88,"TRAFFIC STOP",,"50E ",Wednesday,20
2021214766,"8/25/2021 8:26:45 PM","300 MCBAINE AVE","          ",1685322.25,1136878.25,TRESPASSING,,"20W ",Wednesday,20
2021214764,"8/25/2021 8:23:06 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"CHECK AREA",,"80A ",Wednesday,20
2021214759,"8/25/2021 8:15:48 PM","W NIFONG BLVD/FORUM BLVD","          ",1681967.5,1119759.63,"C&I DRIVING",2021008193,"60W ",Wednesday,20
2021214750,"8/25/2021 8:03:18 PM","1201-A GRINDSTONE PKWY","          ",1690399.25,1121329.75,TRAFFIC,,"60E ",Wednesday,20
2021214747,"8/25/2021 7:58:16 PM","1118 LOCUST ST","          ",1690352.25,1134587.25,VANDALISM,2021008192,"70E ",Wednesday,19
2021214744,"8/25/2021 7:49:34 PM","120-207 S TENTH ST","          ",1689819.63,1134758.75,"PEACE DISTURBANCE",,"70D ",Wednesday,19
2021214743,"8/25/2021 7:47:30 PM","1512-4 SYLVAN LN","          ",1697027.75,1141208.75,"ASSIST FIRE",2021008191,"40W ",Wednesday,19
2021214735,"8/25/2021 7:35:37 PM","1007-1 BIG BEAR BLVD","          ",1690259.63,1144818.75,"CHECK SUBJECT",,"30S ",Wednesday,19
2021214733,"8/25/2021 7:34:09 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"ASSIST CITIZEN",,"80A ",Wednesday,19
2021214732,"8/25/2021 7:31:48 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"ASSIST CITIZEN",,"80A ",Wednesday,19
2021214726,"8/25/2021 7:18:11 PM","1000 W WORLEY ST","          ",1682213.25,1138165.25,"LAW ALARM",,"20W ",Wednesday,19
2021214724,"8/25/2021 7:14:59 PM","611 SPENCER AVE","          ",1679179.38,1139185.25,DISTURBANCE,2021008190,"10W ",Wednesday,19
2021214722,"8/25/2021 7:07:35 PM","3600 ASPEN HEIGHTS PKWY","          ",1697846.13,1120322.75,"LAW ALARM",,"80S ",Wednesday,19
2021214717,"8/25/2021 6:58:27 PM","604 BANKS AVE","          ",1684722,1138441.63,TRESPASSING,,"20W ",Wednesday,18
2021214714,"8/25/2021 6:51:29 PM","107 W PHYLLIS AVE","          ",1686117.75,1143313.13,WARRANT,,"10E ",Wednesday,18
2021214713,"8/25/2021 6:48:54 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"CHECK AREA",,"80A ",Wednesday,18
2021214709,"8/25/2021 6:41:39 PM","400 N PROVIDENCE RD","          ",1687744.38,1137126.88,ASSAULT,2021008188,"20E ",Wednesday,18
2021214700,"8/25/2021 6:26:28 PM","611 SPENCER AVE","          ",1679179.38,1139185.25,"ASSIST CITIZEN",,"10W ",Wednesday,18
2021214695,"8/25/2021 6:21:37 PM","BLUE RIDGE RD/NORTHLAND DR","          ",1690815,1146746.63,"TRAFFIC STOP",,"30S ",Wednesday,18
2021214694,"8/25/2021 6:18:25 PM","1109 E WALNUT ST","          ",1690361.25,1135789.75,LARCENY,2021008186,"70E ",Wednesday,18
2021214692,"8/25/2021 6:17:11 PM","702 WILKES BLVD","          ",1689024.5,1138537.25,"CHECK SUBJECT",,"20E ",Wednesday,18
2021214689,"8/25/2021 6:15:59 PM","1400-BLK VANDIVER DR","          ",1692128.25,1142532.63,"911 CHECKS",,"30S ",Wednesday,18
2021214686,"8/25/2021 6:13:39 PM","1409 GODAS DR","          ",1709788.13,1140711.63,"911 CHECKS",,"40E ",Wednesday,18
2021214677,"8/25/2021 6:05:04 PM","1400-BLK VANDIVER DR","          ",1692128.25,1142532.63,"911 CHECKS",,"30S ",Wednesday,18
2021214671,"8/25/2021 6:02:50 PM","3535 BERRYWOOD DR","          ",1701619.38,1137740,"911 CHECKS",,"80N ",Wednesday,18
2021214670,"8/25/2021 6:02:45 PM","1403 VANDIVER DR","          ",1692025.5,1142667.13,"911 CHECKS",,"30S ",Wednesday,18
2021214668,"8/25/2021 5:58:34 PM","600-XYZ E WALNUT ST","          ",1688611,1135728.88,"ASSIST CITIZEN",,"70D ",Wednesday,17
2021214666,"8/25/2021 5:57:54 PM","3485 OAKLAND GRAVEL RD","          ",1696547.25,1147713,"TRAFFIC STOP",,"30S ",Wednesday,17
2021214665,"8/25/2021 5:56:40 PM","E BROADWAY/S TENTH ST","          ",1689743.13,1135382,HARASSMENT,,"70D ",Wednesday,17
2021214662,"8/25/2021 5:54:35 PM","2609-208 E BROADWAY","          ",1697894.63,1133996,"ASSIST CITIZEN",,"80S ",Wednesday,17
2021214659,"8/25/2021 5:43:40 PM","902 RANGE LINE ST","          ",1690288.88,1138604,"SUSPICIOUS VEHICLE",2021008184,"20E ",Wednesday,17
2021214656,"8/25/2021 5:36:28 PM","3211-A CLARK LN","          ",1700093.75,1140085.13,LARCENY,2021008187,"40W ",Wednesday,17
2021214653,"8/25/2021 5:35:05 PM","300-BLK W BROADWAY","          ",1685245.13,1135305.63,"C&I DRIVING",,"50E ",Wednesday,17
2021214652,"8/25/2021 5:33:36 PM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"CHECK AREA",,"80A ",Wednesday,17
2021214637,"8/25/2021 5:13:10 PM","2406-23 WHITE GATE DR","          ",1696705,1141195,LARCENY,2021008185,"40W ",Wednesday,17
2021214638,"8/25/2021 5:13:10 PM","413 OAK ST","          ",1685710.13,1137453.38,"911 CHECKS",,"20W ",Wednesday,17
2021214636,"8/25/2021 5:12:02 PM","1700 SYLVAN LN","          ",1697019.5,1141886.75,"911 CHECKS",,"40W ",Wednesday,17
2021214635,"8/25/2021 5:09:16 PM","5207-BLK REGAL WAY","          ",1666550.13,1115953.13,"SUSPICIOUS VEHICLE",,"60W ",Wednesday,17
2021214633,"8/25/2021 5:04:44 PM","122 S NINTH ST","          ",1689509.5,1134752.25,"TRAFFIC STOP",,"70D ",Wednesday,17
2021214631,"8/25/2021 4:59:25 PM","4809 GARDEN GROVE DR","          ",1666740.13,1114343.63,LARCENY,,"60W ",Wednesday,16
2021214625,"8/25/2021 4:47:29 PM","805 SOUTH CEDAR LAKE CT","          ",1682458.25,1114598,FRAUD,2021008189,"60W ",Wednesday,16
2021214620,"8/25/2021 4:36:42 PM","1280 I70 W","          ",1694651.63,1141217.75,"TRAFFIC HAZARD",,"30S ",Wednesday,16
2021214619,"8/25/2021 4:34:25 PM","PORT WAY/CANAVERAL DR","          ",1711311.75,1136864.25,"KEEP THE PEACE",,"80N ",Wednesday,16
2021214615,"8/25/2021 4:29:32 PM","BIG BEAR BLVD/N PROVIDENCE RD","          ",1687727.13,1144881.13,"STALLED VEHICLE",,"10E ",Wednesday,16
2021214611,"8/25/2021 4:27:02 PM","4303 S PROVIDENCE RD","          ",1686778.88,1117273.25,"LEAVING THE SCENE ACCIDENT",,"60E ",Wednesday,16
2021214608,"8/25/2021 4:24:05 PM","2509 LILAC DR","          ",1674930.75,1143857.88,LARCENY,,"10W ",Wednesday,16
2021214600,"8/25/2021 4:16:23 PM","3016-102 ALPINE DR","          ",1701143.63,1146487.63,"KEEP THE PEACE",,"40W ",Wednesday,16
2021214596,"8/25/2021 4:10:25 PM","1708 MCALESTER ST","          ",1693489,1138311,"911 CHECKS",,"70E ",Wednesday,16
2021214592,"8/25/2021 4:07:48 PM","2401-811 W BROADWAY","          ",1675989.25,1137064,"AUTO THEFT",2021008179,"50W ",Wednesday,16
2021214585,"8/25/2021 3:55:40 PM","3210 KOHLER CIR","          ",1673113.63,1129692.38,"LEAVING THE SCENE ACCIDENT",2021008183,"50W ",Wednesday,15
2021214571,"8/25/2021 3:40:29 PM","4501 PARIS RD","          ",1702358.88,1152009.88,ACCIDENT,,"30N ",Wednesday,15
2021214570,"8/25/2021 3:40:26 PM","N RTE B/BROWN STATION RD","          ",1704735.5,1159529.38,ACCIDENT,,"30N ",Wednesday,15
2021214567,"8/25/2021 3:37:23 PM","28-A ALLEN ST","          ",1686901.13,1136677.13,"ASSIST OFFICER",,"20W ",Wednesday,15
2021214565,"8/25/2021 3:35:18 PM","103 N STADIUM BLVD","          ",1676489.38,1137055.13,"911 CHECKS",,"50E ",Wednesday,15
2021214564,"8/25/2021 3:33:40 PM","802 W STEWART RD","          ",1683232,1133814,"911 CHECKS",,"50E ",Wednesday,15
2021214563,"8/25/2021 3:31:04 PM","2013 GARNET DR","          ",1693893.5,1143476.75,"PEACE DISTURBANCE",,"30S ",Wednesday,15
2021214560,"8/25/2021 3:28:19 PM","902 RANGE LINE ST","          ",1690288.88,1138604,"SUSPICIOUS VEHICLE",,"20E ",Wednesday,15
2021214556,"8/25/2021 3:23:06 PM","1613-5 HINKSON AVE","          ",1692959.88,1137468.75,DISTURBANCE,,"70E ",Wednesday,15
2021214554,"8/25/2021 3:19:39 PM","CONLEY RD/E BUSINESS LOOP 70","          ",1698954.13,1137469.75,ACCIDENT,,"80N ",Wednesday,15
2021214552,"8/25/2021 3:18:36 PM","806-A FAY ST","          ",1690888.63,1138264.13,LARCENY,2021008182,"20E ",Wednesday,15
2021214545,"8/25/2021 3:10:56 PM","N STADIUM BLVD/W BUSINESS LOOP 70","          ",1677098.13,1142196.5,"911 CHECKS",,"10W ",Wednesday,15
2021214542,"8/25/2021 3:08:52 PM","1201-408 PAQUIN ST","          ",1690631.38,1134066,"SUSPICIOUS INCIDENT",,"70E ",Wednesday,15
2021214539,"8/25/2021 3:03:59 PM","1501 S OLD 63","          ",1693752.38,1128117.13,"911 CHECKS",,"80S ",Wednesday,15
2021214536,"8/25/2021 3:01:40 PM","1118-202 LOCUST ST","          ",1690441.38,1134529.75,LARCENY,2021008181,"70E ",Wednesday,15
2021214535,"8/25/2021 3:01:20 PM","415 HUNTRIDGE DR","          ",1687508.5,1123345.88,"ABANDONED  VEHICLE",,"60E ",Wednesday,15
2021214529,"8/25/2021 2:57:23 PM","PARIS RD/PARIS RD ONR NB","          ",1701434.5,1149108.5,ACCIDENT,,"30N ",Wednesday,14
2021214528,"8/25/2021 2:56:16 PM","100-100 BRICKTON RD","          ",1698616.88,1134196.75,DISTURBANCE,,"80N ",Wednesday,14
2021214525,"8/25/2021 2:54:09 PM","30-C BROADWAY VILLAGE DR","          ",1697124.25,1132775,"ASSIST CITIZEN",,"80S ",Wednesday,14
2021214516,"8/25/2021 2:45:22 PM","PARIS RD/NELWOOD DR","          ",1697900.5,1144896.63,"TRAFFIC STOP",,"40W ",Wednesday,14
2021214514,"8/25/2021 2:43:32 PM","1180 VANDIVER DR","          ",1690818.88,1142080.63,ACCIDENT,,"30S ",Wednesday,14
2021214513,"8/25/2021 2:42:41 PM","600-XYZ E WALNUT ST","          ",1688611,1135728.88,HARASSMENT,,"70D ",Wednesday,14
2021214499,"8/25/2021 2:17:05 PM","1428 BODIE DR","          ",1692453,1155269.75,"ABANDONED  VEHICLE",,"30N ",Wednesday,14
2021214497,"8/25/2021 2:15:04 PM","E STADIUM BLVD/S PROVIDENCE RD","          ",1687533,1130397.13,"CHECK TRAFFIC LIGHTS",,"60E ",Wednesday,14
2021214495,"8/25/2021 2:11:55 PM","1513 KILLIAN CT","          ",1679353.5,1115379.88,"911 CHECKS",,"60W ",Wednesday,14
2021214493,"8/25/2021 2:09:48 PM","3720-101 ASPEN HEIGHTS PKWY","          ",1697067.75,1120040.5,LARCENY,,"80S ",Wednesday,14
2021214492,"8/25/2021 2:09:32 PM","403 DYSART ST","          ",1688081.88,1138220.25,"911 CHECKS",,"20E ",Wednesday,14
2021214489,"8/25/2021 2:01:45 PM","1285 E WALNUT ST","          ",1691032.88,1135729.5,"PARKING VIOLATION",,"70E ",Wednesday,14
2021214488,"8/25/2021 1:58:21 PM","1602 GYPSY MOTH DR","          ",1693120.63,1144830.5,"ASSIST CITIZEN",,"30S ",Wednesday,13
2021214486,"8/25/2021 1:56:26 PM","1200 ELSDON DR","          ",1680889.38,1115857.75,"911 CHECKS",,"60W ",Wednesday,13
2021214483,"8/25/2021 1:55:41 PM","200-BLK LYNN ST","          ",1685728.25,1138278.13,"911 CHECKS",,"20W ",Wednesday,13
2021214472,"8/25/2021 1:44:28 PM","5700 FREEDOM DR","          ",1711301.5,1138856.38,TRESPASSING,2021008174,"40E ",Wednesday,13
2021214469,"8/25/2021 1:42:44 PM","4312-4 RICE RD","          ",1705337.13,1142893.25,FRAUD,2021008172,"40E ",Wednesday,13
2021214459,"8/25/2021 1:28:50 PM","3215 PARIS RD","          ",1700315.38,1147315.63,TRESPASSING,,"30N ",Wednesday,13
2021214453,"8/25/2021 1:19:25 PM","1704 N PROVIDENCE RD","          ",1687901.63,1142295.75,TRESPASSING,2021008173,"10E ",Wednesday,13
2021214448,"8/25/2021 1:16:15 PM","111-1 E BROADWAY","          ",1687228,1135582.63,"CIVIL MATTER",,"50E ",Wednesday,13
2021214445,"8/25/2021 1:14:30 PM","E BROADWAY/BROADWAY VILLAGE DR","          ",1696662.13,1133807.38,"TRAFFIC STOP",2021008169,"80S ",Wednesday,13
2021214444,"8/25/2021 1:14:28 PM","902 RANGE LINE ST","          ",1690288.88,1138604,"CHECK AREA",,"20E ",Wednesday,13
2021214441,"8/25/2021 1:09:38 PM","1612 N PROVIDENCE RD","          ",1688133.75,1142247.63,"SUSPICIOUS INCIDENT",,"10E ",Wednesday,13
2021214440,"8/25/2021 1:09:34 PM","1408 GRINDSTONE PLAZA DR","          ",1691706,1120654.38,LARCENY,2021008171,"60E ",Wednesday,13
2021214439,"8/25/2021 1:09:15 PM","BODIE DR/DEAD END","          ",1693054.63,1155796.13,"ABANDONED  VEHICLE",,"30N ",Wednesday,13
2021214436,"8/25/2021 1:04:23 PM","124 REDWOOD RD","          ",1681511.5,1136851.38,"VEH REPO",,"50E ",Wednesday,13
2021214432,"8/25/2021 1:00:11 PM","3001 W BROADWAY","          ",1673837.63,1137334.25,LARCENY,,"50W ",Wednesday,13
2021214430,"8/25/2021 12:57:29 PM","E BROADWAY/N PROVIDENCE RD","          ",1687568,1135430.25,ACCIDENT,,"50E ",Wednesday,12
2021214428,"8/25/2021 12:57:01 PM","5550 SINCLAIR RD","          ",1677057.25,1112999.5,"CHECK OPEN BUSINESS",,"60W ",Wednesday,12
2021214426,"8/25/2021 12:56:55 PM","5550 SINCLAIR RD","          ",1677057.25,1112999.5,"CHECK OPEN BUSINESS",,"60W ",Wednesday,12
2021214415,"8/25/2021 12:38:32 PM","E PRATHERSVILLE RD/N TOWER DR","          ",1693274.25,1158526.38,"TRAFFIC STOP",,"104 ",Wednesday,12
2021214411,"8/25/2021 12:34:27 PM","E HWY WW/S EL CHAPARRAL AVE","          ",1704719.25,1130684.5,"ASSIST OFFICER",2021008168,"113 ",Wednesday,12
2021214409,"8/25/2021 12:33:53 PM","1504 N PROVIDENCE RD","          ",1687686.63,1141211.75,"CHECK SUBJECT",,"20E ",Wednesday,12
2021214408,"8/25/2021 12:33:37 PM","1270 I70 W","          ",1689436.38,1141709.38,"TRAFFIC HAZARD",,"10E ",Wednesday,12
2021214406,"8/25/2021 12:30:47 PM","4605 SOUTHAMPTON CT","          ",1682511.38,1116898,"CIVIL MATTER",,"60W ",Wednesday,12
2021214405,"8/25/2021 12:30:32 PM","VANDIVER DR/WESTFALL DR","          ",1692155.38,1142552.38,"TRAFFIC STOP",,"30S ",Wednesday,12
2021214404,"8/25/2021 12:29:24 PM","S HWY 63 NB/GRINDSTONE PKWY","          ",1699156.63,1121303.38,"SUSPICIOUS VEHICLE",,"80S ",Wednesday,12
2021214397,"8/25/2021 12:19:11 PM","900-BLK CONLEY RD","          ",1699245.5,1138247.13,"TRAFFIC STOP",,"80N ",Wednesday,12
2021214386,"8/25/2021 12:10:20 PM","N FIFTH ST/E ASH ST","          ",1688239.13,1136133.75,"TRAFFIC STOP",,"70D ",Wednesday,12
2021214382,"8/25/2021 12:08:34 PM","1102 E BROADWAY","          ",1690084.38,1135301.88,LARCENY,2021008167,"70D ",Wednesday,12
2021214381,"8/25/2021 12:07:37 PM","111-1 E BROADWAY","          ",1687228,1135582.63,FRAUD,,"50E ",Wednesday,12
2021214380,"8/25/2021 12:05:11 PM","7 E ASH ST","          ",1686422,1136304.5,"ASSIST CITIZEN",,"50E ",Wednesday,12
2021214378,"8/25/2021 12:02:13 PM","902 RANGE LINE ST","          ",1690288.88,1138604,"CHECK AREA",,"20E ",Wednesday,12
2021214375,"8/25/2021 11:58:05 AM","489 FOXFIRE DR","          ",1688246.13,1123877.75,"SUSPICIOUS PERSON",,"60E ",Wednesday,11
2021214372,"8/25/2021 11:52:42 AM","RANGE LINE ST/BIG BEAR BLVD","          ",1689751.75,1144656.63,"TRAFFIC STOP",,"30S ",Wednesday,11
2021214369,"8/25/2021 11:47:56 AM","3730-615 CARTWRIGHT LN","          ",1699956.13,1119429.75,"911 CHECKS",,"80S ",Wednesday,11
2021214365,"8/25/2021 11:45:10 AM","N STADIUM BLVD/W BROADWAY","          ",1676958,1136258.75,"STALLED VEHICLE",,"50E ",Wednesday,11
2021214364,"8/25/2021 11:44:50 AM","N STADIUM BLVD/W BROADWAY","          ",1676958,1136258.75,"STALLED VEHICLE",,"50E ",Wednesday,11
2021214358,"8/25/2021 11:35:16 AM","W BROADWAY/N STADIUM BLVD","          ",1676969.88,1136248.63,TRAFFIC,,"50E ",Wednesday,11
2021214355,"8/25/2021 11:22:10 AM","CLARK LN/HANOVER BLVD","          ",1702571.75,1139936.13,"TRAFFIC STOP",,"40E ",Wednesday,11
2021214346,"8/25/2021 11:11:44 AM","1104-HIGH N PROVIDENCE RD","          ",1688345.5,1139686.63,"911 CHECKS",,"20E ",Wednesday,11
2021214344,"8/25/2021 11:07:37 AM","1310-BLK VANDIVER DR","          ",1691524.38,1142539.75,"TRAFFIC HAZARD",,"30S ",Wednesday,11
2021214339,"8/25/2021 11:03:28 AM","1612 N PROVIDENCE RD","          ",1688133.75,1142247.63,"ASSIST CITIZEN",,"10E ",Wednesday,11
2021214338,"8/25/2021 11:02:26 AM","700-801 N GARTH AVE","          ",1686390.5,1138358.25,"911 CHECKS",,"20W ",Wednesday,11
2021214335,"8/25/2021 10:59:43 AM","VANDIVER DR/PARIS RD","          ",1696550,1143263.88,"TRAFFIC STOP",2021008164,"40W ",Wednesday,10
2021214334,"8/25/2021 10:58:30 AM","3215-200 LEMONE INDUSTRIAL BLVD","          ",1699487.88,1122340.25,FRAUD,2021008165,"80S ",Wednesday,10
2021214332,"8/25/2021 10:56:09 AM","BERRYWOOD DR/PORTLAND ST","          ",1701084.38,1137823.63,"SUSPICIOUS INCIDENT",,"80N ",Wednesday,10
2021214330,"8/25/2021 10:51:57 AM","1205 DUNBAR DR","          ",1680829,1114260.13,"911 CHECKS",,"60W ",Wednesday,10
2021214327,"8/25/2021 10:47:09 AM","702-TP WILKES BLVD","          ",1689024.5,1138537.25,"CHECK AREA",,"20E ",Wednesday,10
2021214326,"8/25/2021 10:46:15 AM","2703-131 E BROADWAY","          ",1698187.88,1133837.63,TRESPASSING,,"80S ",Wednesday,10
2021214321,"8/25/2021 10:38:52 AM","1513 KILLIAN CT","          ",1679353.5,1115379.88,"911 CHECKS",,"60W ",Wednesday,10
2021214319,"8/25/2021 10:35:12 AM","SMILEY LN/WHITE TIGER ST","          ",1689757.13,1150592.88,"TRAFFIC STOP",,"10E ",Wednesday,10
2021214317,"8/25/2021 10:33:19 AM","11300 S AIRPORT DR","          ",1719733.38,1086570.63,"CHECK AREA",,"80A ",Wednesday,10
